Video ID,Published At,Keyword,Likes,Comments,Views
J9DwXeAtWrs,06/04/2022,history,16874,1248,1687706
a2a4oR0ZUYE,11/03/2020,history,72348,7260,3046581
IV3dnLzthDA,22/04/2022,history,702117,41105,22100487
0GbJ3dciyO4,23/08/2022,history,1811,48,79531
UUNFQNiU2GM,22/02/2022,history,9669,458,1008972
_i54q6j3rtc,22/04/2022,history,20363,919,708445
XueMKFSbVcA,30/11/2020,history,12009,2041,1135106
TvVdIHTVog0,23/08/2022,history,4066,174,72885
_aEJIUnxcrc,02/05/2022,history,20018,726,821480
Vx0xhwzdLl8,20/05/2021,history,56485,10299,5464252
ExvEIOWB-H0,28/01/2019,history,29974,1394,1453787
bwQwSBlaHxQ,09/08/2022,history,1313,138,51321
kkOweffr3II,21/08/2022,history,2546,173,51885
putm_kpZW4Y,17/12/2021,history,66783,4911,2040877
lGKomk6NwmE,02/07/2022,history,9165,1094,649114
B2-aQ26Sk48,20/10/2021,history,144074,5273,6037721
SK6OoHWI_W4,12/12/2020,history,89572,4084,4562145
dW_ekZRGalk,10/07/2022,history,15858,1995,568816
bf-SUOCqbrI,19/06/2022,history,27854,1536,962507
E8epmFE25xY,01/08/2022,history,11841,2787,482392
j1hkwWi1YxM,16/06/2021,history,32884,2505,1296777
h3E_32JEjtw,19/08/2022,history,5931,469,146774
RsO9CiC57Mw,23/08/2022,history,385,44,11745
BRXE6R8FYw4,29/07/2022,history,2229,173,70762
399s6qrSbgs,15/01/2022,history,29014,1356,2295412
gEl4A0G3poQ,20/08/2022,history,8731,954,502221
O4ju5QDfqCM,23/08/2022,history,1027,111,6640
j4kI2h3iotA,04/04/2022,history,126726,20122,2453529
MSYw502dJNY,15/11/2012,literature,56906,6168,4231789
4RCFLobfqcw,18/09/2014,literature,15425,471,920846
MMmSdxZpseY,27/05/2016,literature,66550,2778,2609123
xz9rfDm1Wr4,14/04/2016,literature,3112,69,146080
mvkRT0_Un_4,07/01/2020,literature,3429,82,101986
MGyvlLR2a0c,30/04/2021,literature,3251,159,157525
d1W7wqXD_b0,18/09/2015,literature,24425,662,994999
qvbMNIViMq4,03/01/2022,literature,275,30,9780
1SuHkY2wAQA,05/08/2016,literature,17610,918,956340
zNEpojtXotE,15/01/2016,literature,34870,1370,1453590
pBG10XnxQaI,18/09/2017,literature,859,38,39944
eREopphW5Bw,31/05/2013,literature,3172,88,257199
g4LyzhkDNBM,22/04/2016,literature,62103,2458,2027462
RqRLC4vnJEc,17/03/2021,literature,27277,846,507103
Lr6DYLBkyG0,05/02/2016,literature,34040,1178,1466906
EuxyQgS-Hu0,06/11/2015,literature,47644,3556,1061608
vv_N_vK3OJw,05/11/2021,literature,4748,135,47619
LIYiThAyY8s,09/10/2015,literature,14691,349,719270
nllDcnfoH5A,17/04/2020,literature,3408,58,140607
N9dB9BZWDBU,17/06/2016,literature,15399,613,896227
oarGRayak5o,11/06/2017,literature,10877,428,739507
gzeDQDbJMAU,09/09/2020,literature,27439,792,604827
Jw7kdOK2qUM,24/08/2021,literature,36272,800,518790
7u9MtqfcWaU,09/10/2020,literature,6686,292,439103
qg8E-rdG6W4,15/11/2016,literature,3312,178,91932
WcMWPIK0ysk,25/03/2020,literature,4407,170,68989
LAzKGkTIKpg,13/05/2016,literature,33744,1281,1804121
BzQCxasdUvg,10/05/2020,literature,1449,89,58621
T2GIretcN_g,01/03/2022,literature,4439,565,67276
TdJxY4w9XKY,27/03/2017,literature,32043,2960,1713463
Vc_Yu_61Ymg,14/03/2021,literature,10524,403,311071
zIYC6zG265E,03/04/2020,literature,30633,610,1707883
kvXU3vzHq8E,25/11/2016,literature,48535,2309,1912405
IskEx0tgoo4,08/07/2014,literature,5449,533,596680
MS4jk5kavy4,27/02/2014,literature,47782,3410,3330650
TpE8TiN8HyY,30/08/2018,literature,356,13,14593
N1Vdi3c7uhc,07/11/2020,literature,131,3,7966
ufLKDNlLrAQ,02/10/2020,literature,33130,1294,2792013
UI9I2p71ct0,28/05/2021,literature,2459,162,72310
KkAnKGuX7fs,25/03/2020,literature,7530,129,646913
CJmNsmS1mlY,09/03/2021,literature,842,66,18837
rnHvO5aRXq0,04/04/2018,literature,4721,181,391796
cjNJs5v0WEs,09/04/2014,literature,13526,326,1048396
2IUZWZX4OGI,28/06/2010,literature,11675,1228,1550802
jKL2pdRmwc4,18/05/2010,literature,2766,224,441183
sidEpKTtw8M,21/04/2020,literature,48,1,2847
ul1H_p_FeaA,17/04/2017,bed,1121873,23969,145167323
O3H57UrX4MM,15/02/2017,bed,79639,921,10792977
82t_UOMHPJY,16/07/2007,bed,515049,16568,78137822
zxtl5ExJmag,07/07/2018,bed,1499298,75048,94340456
mD2a9YzKV3w,05/03/2021,bed,157924,2760,29657435
8mOPFGfJ5WQ,26/02/2021,bed,121553,1171,26260197
Oyo3tNlamDw,16/08/2017,bed,340686,8853,35695760
IlRN5v5k5SY,31/03/2021,bed,6626,64,401678
jJPMnTXl63E,01/04/2020,bed,7786057,195769,524709805
uAwPjFq1W4s,11/12/2007,bed,119272,3743,26826274
Z2liyRt1bQM,12/10/2021,bed,23477,309,1345689
1oONLOsajCA,15/06/2018,bed,4644,63,392314
3Dg1CT31_uw,17/09/2020,bed,789062,14192,58921922
Ha80ZaecGkQ,16/12/2009,bed,1430457,84188,321977550
ov-duXb7llk,16/02/2017,bed,1158,19,85052
Q_ljNRC8qqM,28/09/2011,bed,361395,9234,50358797
OBeDns9Qto8,25/02/2021,bed,17286,277,1603229
qcfcvkg0VX8,09/04/2022,bed,85527,1347,6055668
1EX3OPwzCJU,21/06/2022,bed,203103,5814,6644534
u99AklNGpyc,14/03/2020,bed,1301198,40137,98559845
NvR60Wg9R7Q,17/06/2009,bed,1072689,37571,302125099
MbQytfUd-lc,23/08/2022,bed,2122,36,164940
kMVqXKkvFFw,13/12/2019,bed,397142,6354,49183640
pMPEd48ktlQ,30/09/2018,bed,2206,30,157632
whlWz4LZaBk,25/06/2021,bed,130796,4106,9493733
Q7a2gKchVlc,03/01/2022,bed,6366,54,302407
k05LqUEb07E,24/08/2022,bed,25,26,4454
WQkl1utfHVM,20/08/2022,bed,5716,687,153064
s3EISTf1prk,18/08/2021,bed,287759,10036,4288625
dK2FJQX24Io,21/01/2021,bed,57666,2683,2966344
7TVOSA2Jau8,18/07/2021,bed,362022,10409,11440455
nhBorPm6JjQ,07/05/2011,bed,1171433,61344,308501014
igg4TWRL0M8,09/12/2021,bed,16578,119,1088318
XuUoGFEkutk,21/11/2021,bed,26215,959,693153
eCUqsfjdHkA,31/10/2017,bed,232336,3681,33227408
I49o9lfftcI,07/06/2022,bed,6201,314,467835
GlsFxbhWOS8,27/06/2021,bed,135484,4557,5301271
MsqxwdWI6nE,12/05/2022,bed,153490,12872,5637132
vcmv3tfuk9I,02/10/2020,bed,288,8,20076
_Ixip0K2r10,29/09/2010,bed,144517,4933,19210396
XR2mKfAfL20,18/08/2022,bed,35503,974,1206538
GkKDCgjHIOk,25/04/2022,bed,74840,1286,9224408
xdi_yuSgQw8,23/12/2009,bed,160501,6539,46251795
VfVmCnCP7Mg,21/06/2018,bed,394837,13938,42257995
S0bzWMOXqy0,23/08/2022,trolling,3075,225,42648
iUaMRSfty5Q,23/08/2022,trolling,24505,1085,426409
EEZ11G20VHM,24/08/2022,trolling,7364,653,100979
1H53kTcP1no,23/08/2022,trolling,12928,1001,109363
d4v0E7kkaVQ,07/01/2021,trolling,125907,15131,1425150
fdkZJtBPIsY,12/09/2021,trolling,251667,6894,7433726
69P0Det2tew,26/03/2022,trolling,28773,780,928704
oiYLGI0zsXU,18/04/2022,trolling,319390,7746,3433953
CzzKaMWA_xE,21/05/2022,trolling,28453,603,743338
qp_UHmCaYOo,11/07/2022,trolling,2464,296,57850
9c6MIBV1OpM,16/06/2022,trolling,27780,1518,960994
jwhin6j3LbM,07/03/2022,trolling,32006,2924,534114
j8UL2ODl6EU,16/05/2022,trolling,2769,363,63870
653cIGiPNHY,14/06/2020,trolling,430267,12839,14286302
Ux3pS-GZ0AY,25/05/2022,trolling,22283,1331,613757
nc9iZp-1seQ,27/09/2021,trolling,133987,11698,1345404
F9Gtay7tp7w,11/04/2022,trolling,44783,1921,1198270
cxFsFDE-tfQ,08/01/2022,trolling,49530,2477,1212736
lZhA0de9Psk,02/10/2021,trolling,96363,6337,1484533
CunuMfrV6Vg,05/04/2022,trolling,91777,2658,2333380
nVJ6KcFYGyo,24/08/2022,trolling,608,136,10509
pKum_Y4mXRk,21/01/2021,trolling,153762,26601,4364168
KjRlohbLxIU,23/08/2022,trolling,451,85,7383
xA38Ry3zmvo,20/07/2022,trolling,13777,585,338844
HguHdjnLqTE,17/11/2021,trolling,106511,2800,4502356
d4kAPWBH3e8,30/07/2022,trolling,15082,753,310738
iyUoHFClJVg,04/06/2022,trolling,29921,1783,1005072
bCoRtjPU-D0,08/03/2022,trolling,20616,879,425099
2x-VUP_czUM,09/08/2022,trolling,37296,1088,855392
DCY1ZL3yJE0,02/04/2022,trolling,22894,896,420420
llfQoYue0Yw,12/09/2021,trolling,455277,12904,9736125
kkdUBBMNpI4,31/01/2022,trolling,127211,3593,2987298
5u0LUssIl58,07/04/2022,trolling,10705,761,639089
ioSRdn80cXo,06/06/2022,trolling,25917,1094,608323
gTno-x16v8I,13/05/2022,trolling,29615,1510,869372
WwIbtwd1wqM,13/08/2022,trolling,3237,595,80522
GJj8DmOMvUU,22/11/2021,trolling,100199,8790,1430388
HIn28gPT6T8,02/08/2022,trolling,6253,359,115655
WKNJTJSzi58,11/02/2022,trolling,6189,276,328489
uCIFZ3YSia0,20/08/2022,trolling,1213,144,53965
_0_RmPq52Ik,01/05/2022,trolling,33974,695,715895
mizjkPLUFYo,21/08/2022,trolling,10724,3548,186568
TBl0v30uems,14/03/2022,trolling,36776,1192,740962
LVOxY8l23xo,23/08/2022,trolling,4873,319,64877
UEw6eTVzq8U,24/08/2022,trolling,1229,54,21962
S4JxreI4Lo0,21/08/2022,trolling,804,85,14721
k1YrhR5w_Fs,16/04/2021,trolling,76217,2645,1266882
I_qoC3C2xvM,23/08/2022,trolling,344,101,5388
x116DQxj6yM,21/08/2022,trolling,1139,59,128524
amrVJKhr_ec,23/08/2022,trolling,467,31,36585
yDpjxOxWNOA,24/08/2022,asmr,14787,747,296801
fyDC5d4E-eQ,23/08/2022,asmr,4855,255,75586
tNwrZNSe4xM,24/08/2022,asmr,4296,269,78423
DdcML4Tfn7k,23/08/2022,asmr,2945,207,58050
XzyMYgwxPyI,24/08/2022,asmr,1804,128,24792
cbwLTBpis-s,24/08/2022,asmr,8534,436,138803
0neHlwthEvM,24/08/2022,asmr,1808,151,36473
zdFD4aJojF4,24/08/2022,asmr,701,47,16243
AhMmX-QvNu8,23/08/2022,asmr,597,71,10572
jFnV2uXoSII,24/08/2022,asmr,3344,142,55828
mqc6QqoGNWI,24/08/2022,asmr,563,86,14537
Bz1ppTmOLUY,24/08/2022,asmr,2025,320,32988
uSXTOxDME_g,24/08/2022,asmr,1031,75,19755
4GzT3uraGiA,24/08/2022,asmr,1717,114,34348
6jvrAjL3JnA,24/08/2022,asmr,4512,349,116672
#NAME?,02/12/2021,asmr,454036,6622,23568994
SYNiH5IYZCE,23/07/2022,asmr,56993,2142,1686249
#NAME?,09/08/2022,asmr,34526,1668,1018753
YSUuBk0wlwA,24/08/2022,asmr,11283,378,261713
2kXKZ0kWHhY,23/08/2022,asmr,18685,385,464557
JSoGsO6n-qU,09/04/2022,asmr,96744,3114,4309217
xv_5rueuQ4c,23/08/2022,asmr,311,14,10108
YwjuZyliaTo,24/08/2022,asmr,1362,269,43743
V75oh1i40Pk,24/08/2022,asmr,875,58,15786
sli9jhUvKFA,22/12/2021,asmr,16649,370,951514
R5R95xV8r5o,23/08/2022,asmr,815,43,6178
uTLt1bb-eFg,24/08/2022,asmr,1722,124,25331
Am-OokvN-ek,26/07/2022,asmr,35777,1237,1228300
R0w1pKxEDe4,23/08/2022,asmr,423,68,9245
QzXuTZRgOiQ,14/08/2022,asmr,9886,525,297290
JaqesAupcVA,14/08/2022,asmr,51772,2918,1075761
aEu6fcwWCOg,24/08/2022,asmr,703,283,8694
rmWXRoJVxh8,15/10/2020,asmr,148120,12399,10008290
WzSJM31H4oU,23/08/2022,asmr,4656,296,31449
cEvucCcV4ok,24/08/2022,asmr,2237,221,33028
roYNixE0N1c,24/08/2022,asmr,2011,130,16887
WAKjzzAAYRo,10/04/2021,asmr,618688,13240,33779197
AfHGm9vgoOM,24/08/2022,asmr,2786,253,26789
RuoNDegjPts,13/08/2022,asmr,26419,1191,747110
WDZmnkfaDF4,30/07/2022,asmr,17961,695,463378
P0OK4LDOk_k,03/08/2022,asmr,61031,5037,1229745
tATTLWTfoaY,11/08/2022,asmr,12942,299,369997
8s2WrDhdS08,30/07/2022,asmr,26859,1357,904713
TmQDnTBle8M,17/05/2022,asmr,13542,422,619387
PyynWtxu3ac,24/08/2022,asmr,6160,311,146821
2sZvLAiNlmQ,24/08/2022,asmr,4686,453,59177
pS7Kw0SELFo,23/08/2022,asmr,15150,587,319387
vO5uEF4GiHI,23/08/2022,asmr,5577,333,121692
qxI4eXGvUqQ,23/08/2022,asmr,207,26,2985
VyeTkGWcKUA,22/08/2022,asmr,15652,500,459455
u2IZJJna3yE,23/08/2022,music,109,16,9542
IMIZ1KdU8DI,23/08/2022,music,182,15,19525
3jgH5weXYwA,28/11/2021,music,83707,1717,20548194
ZgeorpjGJC0,24/08/2022,music,329,29,14336
FPtUzGdiXLc,24/08/2022,music,823,49,29864
dh01eSOn9_E,20/08/2020,music,227790,8698,13966109
ds2lVJM2viU,24/08/2022,music,714,14,119878
RjI4c-QNt0s,24/08/2022,music,5174,238,187956
4PpkuBUqmkk,24/08/2022,music,2184,3,32162
OISP12Z9TAI,23/08/2022,music,2696,18,40240
#NAME?,08/02/2022,music,94131,920,3921128
VHpFzpA9yrE,23/08/2022,music,577,46,14780
guVSqDHQU5s,24/08/2022,music,488,31,21332
fyIcQ1Xl-rs,19/03/2020,music,2286473,86935,250793774
lG-JkvTpsWQ,07/04/2022,music,10402,123,1671725
liF6L9YUg2A,21/05/2022,music,16909,215,3308580
pTnNKSVVLUs,15/07/2022,music,26306,331,2225959
NWIXrqSlNeQ,23/08/2022,music,5010,123,159448
nCt1-I1-juY,24/08/2022,music,119953,13263,1693263
7q8eed87pII,23/08/2022,music,4663,306,33480
7efofMxwwr0,22/08/2022,music,10389,905,97930
GlL40g3PXI4,23/08/2022,music,9627,577,318166
62O2-X7sJ_s,24/08/2022,music,242721,7745,5833454
UVLw1mxe0QI,24/08/2022,music,14741,913,811965
_PjhX07dsIg,24/08/2022,music,5041,252,141779
aTRFraoKh5Q,23/08/2022,music,1240,9,54917
9ITV6bDjYgs,23/08/2022,music,470,6,29055
66ChoYhqVh4,25/11/2021,music,365971,34419,35490831
RFMi3v0TXP8,24/08/2022,music,3001232,110160,23836066
jEC3MXBntp0,24/08/2022,music,1634,52,148482
RSmLubla4S4,24/08/2022,music,132,19,2944
T-86CvI94S8,23/08/2022,music,542,12,71547
uR6tgge7F0o,23/08/2022,music,106056,4284,1554691
epXH9MZLds0,24/08/2022,music,519,11,57394
XXYlFuWEuKI,05/01/2021,music,6823113,270948,915457091
smgBwwuMRJs,23/08/2022,music,1259,9,9958
wrZ4o0gxNls,25/01/2022,music,152593,3290,15666598
UtIbUxxnABI,22/08/2022,music,718,5,64395
5uI800WnpYk,23/08/2022,music,145,3,10105
riJYlRdE9g4,24/08/2022,music,304,16,16123
Lk53zvcMNZ4,09/12/2021,music,23546,392,2367294
QWbY0PDWHF0,20/08/2022,music,7219,314,312191
mNEUkkoUoIA,13/05/2022,music,731644,8894,45665114
fkgTVsGLdws,20/08/2022,music,50488,8741,1090694
hLzCb1wXaGg,11/07/2022,music,12595,216,2861258
vdI13O1J39g,24/08/2022,music,94,9,3773
T4NOt727wqI,05/04/2020,food,112098,9775,5451348
CKnGXZxK7zs,31/10/2020,food,77893,5741,3927439
wNCPgIVz15c,13/07/2022,food,31578,1904,2710713
Wxdj970RM7M,04/07/2020,food,139442,10653,7320107
hcsrdPztAmk,31/07/2022,food,48163,2178,1669551
RFPUbb3GYEc,07/08/2022,food,37893,2061,1335899
MtxqrHiP2Mk,19/09/2021,food,121547,4043,6315803
eLeYCwv0j9Q,17/10/2021,food,158510,6026,8947796
FqNEx17crMI,16/07/2019,food,146566,13664,14073219
E4YUyRxRVus,14/08/2022,food,23824,1496,805994
Qs-lvHV371Y,03/08/2022,food,30033,1209,810069
OIz8e_o5aG8,16/08/2022,food,9093,759,355919
bj_M6w_LGgw,25/06/2022,food,103051,2343,2575482
v0NNI5wS_GM,27/07/2022,food,104631,4839,4087572
DutQbEPqaNk,03/07/2022,food,77866,2958,2349546
-7hzaGya86g,17/07/2022,food,18957,566,702174
uRM0yMF0AtQ,20/10/2019,food,371116,13239,17069830
f-WIFQCkgyE,20/08/2022,food,23502,1113,1016391
_Ttf--3axiY,09/07/2022,food,28031,1690,1348450
PHeS4ZZ9l9A,22/05/2022,food,25021,1216,967211
17GCoYmGLBM,09/08/2022,food,2400,214,156294
OzgoJe7lwoY,25/07/2022,food,47460,1517,1658204
6jgiqyw6E3o,10/07/2022,food,44713,2725,1186255
nUZCE40n2zg,02/04/2022,food,227589,4648,6340958
zNXctUnHp5A,20/08/2022,food,18649,1339,748675
uCUge68Z228,23/11/2021,food,58950,1107,7755963
Y8PIcsCtA_k,31/05/2017,food,672749,62897,48018833
VPMxB7N2Znc,12/04/2022,food,47086,3535,3452285
lJ8PdLpbcd8,30/04/2022,food,140841,7330,10338163
v514hwoC_fY,05/08/2022,food,25825,1458,608177
0vpJ7QsAsD8,04/08/2020,food,501165,31086,32791832
NLPuCclm5lA,13/08/2020,food,71688,1712,4783245
co07EA4iFEU,14/08/2022,food,26616,1143,441062
P0dZIp-K_K8,21/08/2022,food,155534,10306,2564092
sZ12W9uqxR4,04/05/2022,food,75028,3457,4695664
VXjrCIcGZmw,24/07/2022,food,63497,4004,2936679
1SHtfzBrrT4,24/08/2022,food,19325,1128,385239
ZRIdNmF-kRw,29/11/2019,food,205831,15677,11829970
X1EA8vgu7xs,16/07/2022,food,175132,6049,4357193
C1qzbYrp4EA,22/08/2022,food,774,83,48984
QvoN89j82rw,23/08/2022,food,1241,70,47430
vQMo2Sg1p-Y,22/06/2022,food,105355,7424,5547667
oybXTcj_0fM,12/08/2022,food,5077,351,93633
Aa6r4uHlOwo,13/02/2022,food,41927,1112,1952077
3QxV-Kb-__I,26/02/2022,food,75063,3724,12244410
bol-_4NZjWE,14/08/2022,food,22891,1780,1006579
HSin0BOwH4M,07/07/2022,food,6851,178,963335
1H2l7dHq1fs,03/08/2022,food,32631,1587,1322089
dq5o90Cq7uc,23/08/2022,mukbang,11248,505,384035
ZtzUs4Mg_tk,24/08/2022,mukbang,959,138,28759
1L7rzRFF2Rg,08/11/2021,mukbang,218539,4421,19256162
vXp3IzESmnw,15/05/2022,mukbang,281285,3360,17282158
#NAME?,18/04/2020,mukbang,378858,18860,17975269
f9gdOE_rK_8,28/07/2022,mukbang,65909,2122,1864630
nad-9QEm5II,29/01/2021,mukbang,1056430,46966,75785129
EuySE6259wQ,29/02/2020,mukbang,1221507,43126,86169225
nMG8qiJAe6A,23/08/2022,mukbang,3721,322,45157
HQsswovXtPU,12/11/2021,mukbang,861503,17975,79941868
EDrqd7dmFb0,19/05/2022,mukbang,51437,468,4341289
-64r1hcxtV4,30/05/2022,mukbang,45628,17264,5283664
OrNmI0ArHdk,06/01/2022,mukbang,141654,2756,11184537
1GyRS20MUmU,06/12/2021,mukbang,126347,83990,11188525
NtK9SBX2suw,24/08/2022,mukbang,737,52,15390
Nk2fvFhBKKc,24/08/2022,mukbang,7650,887,231488
dYtG0N9Of5M,18/08/2022,mukbang,34599,1349,824297
RkGDmf8_sDo,23/08/2022,mukbang,1032,22,54030
A-rJJ5gBc9U,18/08/2022,mukbang,5352,496,154461
Jv7ZiuzZzrk,21/05/2022,mukbang,95162,2272,11235146
iVvwt1PB7JU,24/08/2022,mukbang,2694,108,74586
bvkk3UdlfA4,23/08/2022,mukbang,2817,59,286228
OodfOb6MjJA,17/08/2022,mukbang,28966,676,906361
1QKshmg0AlY,13/08/2022,mukbang,29955,557,1057862
YQYfS14px6s,24/08/2022,mukbang,26049,850,909323
XhDu9JoE6n0,15/08/2022,mukbang,21274,16178,1100740
GOGBC1q2hlw,03/08/2022,mukbang,2271,249,240234
BVhZqwt_4lA,17/08/2022,mukbang,24014,716,947162
WI6JxmEGlF4,24/08/2022,mukbang,526,94,11293
UjyQ_a2rUcE,23/06/2022,mukbang,37370,902,2578373
9BbPM6iaTRo,24/08/2022,mukbang,1159,91,64703
ITMV5Y4VVt4,06/08/2022,mukbang,13796,10330,689494
4lNsNPML2bI,23/08/2022,mukbang,1968,96,56066
zukfAqA_X4U,24/08/2022,mukbang,10725,403,155562
#NAME?,23/08/2022,mukbang,-1,335,27451
COxMVM9Ohdw,22/08/2022,mukbang,3026,538,30405
JbWMr_b_vSA,21/08/2022,mukbang,2113,138,98972
RCJswTYsZyU,09/05/2022,mukbang,65719,791,2724499
a3UX1lGBsdI,23/08/2022,mukbang,317,32,3618
meYoHWemjzY,24/07/2022,mukbang,38690,780,1385264
c1aKaQu6LRE,24/08/2022,mukbang,1208,930,22966
L_U7b1aWPY4,09/04/2021,mukbang,953712,35658,84410562
goYbYzYgXDw,03/05/2022,mukbang,129100,2332,7846143
J1Q7LQeUlqI,28/07/2020,mukbang,353053,14909,41739024
nFbWwK3Z8H8,22/08/2022,mukbang,3221,209,102646
kmkmXanNn6Q,23/08/2022,reaction,4732,256,78050
8h0iusAw_ow,24/08/2022,reaction,2135,136,41057
j8u_IK6_OI8,24/08/2022,reaction,6865,554,55078
17zIC3UBg0w,23/08/2022,reaction,2740,86,39049
8A1XqeiFFgs,23/08/2022,reaction,2538,435,51747
Qo-YJg0f6qY,24/08/2022,reaction,726,50,21868
Ebh4UC4hgyU,24/08/2022,reaction,920,93,9533
l7R4EyRoAD0,24/08/2022,reaction,1656,236,34090
vK8P2FPL1Y4,24/08/2022,reaction,15637,1279,309098
4MvvMCo7Z00,23/08/2022,reaction,4063,245,62428
jR6RWoXv_G4,24/08/2022,reaction,1716,308,16080
eaYcRrZkFbI,23/08/2022,reaction,1815,254,41900
oUUfuY4PbFo,24/08/2022,reaction,1944,160,23225
OOmBqTAp1TU,23/08/2022,reaction,670,125,10451
RFMi3v0TXP8,24/08/2022,reaction,3001265,110162,23836066
rVZ-PvlZgkE,24/08/2022,reaction,19997,1540,271333
hRx-sgGRnfA,23/08/2022,reaction,2009,317,30632
3YQPx4Fh_Jw,23/08/2022,reaction,1382,134,23763
z8ZdVYFPC2w,24/08/2022,reaction,834,84,13489
QC3zNCl0IAQ,23/08/2022,reaction,7185,463,149396
F81Bz6A4P20,23/08/2022,reaction,2952,478,57411
y3KQzBnB7-U,23/08/2022,reaction,3645,225,38560
FUieCQCeFLc,23/08/2022,reaction,4049,807,52323
EqCEE2VPL8o,23/08/2022,reaction,1006,40,11230
erCx9kkDO-k,24/08/2022,reaction,6117,745,126185
l-TO8g3_arc,24/08/2022,reaction,2175,115,35288
qF2aeGdOag4,24/08/2022,reaction,947,108,18535
aIP3UEg5xoQ,24/08/2022,reaction,2342,226,34789
2FYvHn12pOQ,24/08/2022,reaction,29728,8832,405791
numY1SB5i3A,23/08/2022,reaction,1431,260,26709
CbWigxQaYSc,24/08/2022,reaction,3500,381,107906
A26OqhbXurY,24/08/2022,reaction,44616,3098,426875
3qhIuV7Y4iY,23/08/2022,reaction,193217,6129,1765945
0HRJOF8Q1LQ,23/08/2022,reaction,1015,96,17191
Vi1ypKoQxmQ,23/08/2022,reaction,1417,159,34941
#NAME?,23/08/2022,reaction,196898,15525,1223879
6lEVN6Dvhx0,24/08/2022,reaction,18063,978,184093
tRp_obvGCyM,24/08/2022,reaction,8815,1353,200452
KfqIOYhBsao,24/08/2022,reaction,1155,132,21112
GlrszPPG6ko,23/08/2022,reaction,535,132,10339
02SgNQSJNRs,24/08/2022,reaction,462,62,10737
isgtqJAEba8,24/08/2022,reaction,5035,564,131760
xuQPAGkNR0g,24/08/2022,reaction,1677,290,23239
nX0Zz8odZfg,23/08/2022,reaction,2194,256,36560
vsbNsFB_fFA,24/08/2022,reaction,19671,1151,259851
ttHU25alu8A,23/08/2022,reaction,2967,565,63886
LXZhkjJYo4c,24/08/2022,reaction,48041,1435,450066
lsS1u4SopiE,24/08/2022,reaction,2025,308,46862
ZYAiyoKVl78,23/08/2022,reaction,10321,930,205486
WyMlRq1ZNbQ,24/08/2022,reaction,1144,39,12289
ZgeorpjGJC0,24/08/2022,lofi,329,29,14341
n61ULEU7CO0,31/12/2021,lofi,187163,3835,13048900
1oahTaVIQvk,06/03/2022,lofi,59866,979,2844014
glL1QjeCH80,24/08/2022,lofi,404,15,20861
1fueZCTYkpA,11/04/2022,lofi,53333,1425,2817800
lTRiuFIWV54,08/12/2019,lofi,1638369,58851,84747957
FgQh9x81LLU,15/08/2022,lofi,1572,27,48918
eQWX51E-cGg,19/08/2022,lofi,1455,6,34655
191wd4NscHo,08/08/2022,lofi,3498,8,53592
Uv9URjIBtUQ,27/02/2022,lofi,6057,165,589429
B9x4Sih7ZIk,24/08/2022,lofi,797,71,15177
tgn4zTkXdzA,29/04/2022,lofi,7007,218,632477
UZTretlQGt4,10/08/2022,lofi,2683,10,49294
MuctFLYwz48,22/05/2022,lofi,9126,176,497458
0mcx6dmtYvM,21/06/2022,lofi,3933,159,400330
l98w9OSKVNA,23/01/2022,lofi,47306,1379,2529301
TURbeWK2wwg,26/04/2021,lofi,186218,5904,9803295
8aZL9wMhGH0,01/06/2022,lofi,13657,484,1120660
#NAME?,07/06/2022,lofi,9965,197,325200
5STrZB6sm00,22/06/2022,lofi,4452,86,190418
nhZyPQzx7JI,07/05/2022,lofi,4427,124,331718
931p_QE3PYg,05/08/2022,lofi,2713,16,61478
nK1r_9hPWuI,25/05/2022,lofi,5940,143,593989
jUNr6uuJTDw,24/04/2022,lofi,8031,169,332371
iicfmXFALM8,05/03/2022,lofi,19154,610,1756737
_tV5LEBDs7w,16/01/2021,lofi,247914,8681,16294784
gnZImHvA0ME,26/08/2021,lofi,74081,1758,3176730
7YmNvCy30FU,03/07/2022,lofi,11197,186,325309
TWTV4T3yxzs,21/12/2021,lofi,68762,1160,3691767
NvftPSb5Xtw,08/05/2022,lofi,9700,219,461467
1DkDrVEK2rc,23/02/2022,lofi,11059,481,1104214
1lDYSpmdLzM,19/06/2022,lofi,4148,123,149363
oXGVGXAx9Ng,24/08/2022,lofi,53,1,6817
1z5u_qPN8y0,17/08/2022,lofi,1571,7,37883
zFhfksjf_mY,19/07/2020,lofi,185175,6838,9147428
xLG28C6LudU,24/08/2022,lofi,3685,28,23653
v_OXMy8x2eo,24/08/2022,lofi,903,27,40275
25BkVBgFD9Y,18/02/2022,lofi,16915,439,1695867
QlP3eE9Vlg8,31/03/2022,lofi,19800,443,775719
uNwX-UOFX-k,17/08/2022,lofi,766,28,65632
ff5lO8TkVX8,20/12/2021,lofi,77692,2892,3731583
qpgTC9MDx1o,29/09/2014,animals,5743875,178361,826423766
0GVExpdmoDs,22/07/2019,animals,1103713,29774,106151957
XJxSWkPhblE,16/08/2020,animals,28863,605,1723190
gCYcHz2k5x0,17/06/2013,animals,11025176,335455,1582262997
eEaZvEZye84,25/04/2021,animals,45448,1680,10155588
2EVpKcbmEoQ,23/08/2022,animals,475,21,66279
4-43lLKaqBQ,03/07/2009,animals,1357197,39624,153478497
whksDmTR9YE,12/05/2022,animals,24970,1225,3248506
